continent,country_clean,ISO_A,year,sector,indicator,indicator_group,age_group,education_level,HDI_2023,avg_m,avg_f,gap_abs,gap_pct,rows_count
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1483.2639999999997,1695.3166,-212.05260000000044,-14.29634913272354,20
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,2.0332,0.9409999999999998,1.0922,53.71827660830218,16
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,120.09083333333335,67.50055555555556,52.590277777777786,43.792083307311366,21
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1428.8988749999999,753.2470000000001,675.6518749999998,47.284792984388055,16
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1200.9015000000002,836.8651666666668,364.03633333333335,30.31358802810499,24
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1056.4727500000001,1219.3174999999999,-162.84474999999975,-15.41400381599996,16
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,4.111,1.482,2.6289999999999996,63.95037703721721,4
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,125.4888,59.578199999999995,65.9106,52.523093694417355,20
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,587.1302499999999,336.61325,250.51699999999994,42.66804512286668,16
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,141.48383333333334,88.92933333333332,52.55450000000002,37.14523331876553,24
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,152.3595,108.30900000000001,44.050499999999985,28.912210922193882,16
"South America",Colombia,COL_A,2016,Other,"Labour Force","Labour Force","Senior (55+)","Not stated",0.788,0.739,0.51,0.22899999999999998,30.98782138024357,8
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,442.94666666666666,205.34466666666665,237.602,53.6412209144818,6
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4740.291,2736.5615,2003.7295000000004,42.27017919364023,4
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,3102.9853333333335,2269.3063333333334,833.6790000000001,26.8669977600066,6
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,2971.637,3329.134,-357.49699999999984,-12.030305181958626,4
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,4.754,2.428,2.3259999999999996,48.927219183845175,4
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,172.82038461538463,90.33258333333333,82.4878012820513,47.730365526977394,25
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,2053.0472999999993,1244.5504,808.4968999999992,39.38033478332426,20
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1421.3971333333334,1088.5932,332.80393333333336,23.41385989381246,30
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1418.7182,1630.2815999999998,-211.56339999999977,-14.912291954808204,20
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,1.9156000000000002,1.15275,0.7628500000000003,39.82303194821466,18
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,121.0530833333333,71.47444444444444,49.57863888888886,40.956114064743396,21
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1489.862875,793.7717499999999,696.0911250000001,46.72182498674585,16
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1188.4919166666666,821.3725833333333,367.1193333333333,30.8895103269178,24
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1032.35425,1185.75275,-153.3985,-14.859095121660031,16
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,1.4160000000000001,2.081,-0.6649999999999998,-46.96327683615817,10
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,161.967,59.85039999999999,102.11660000000002,63.047781338173834,18
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,577.78875,333.53499999999997,244.25375000000008,42.27388470267032,16
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,125.50883333333333,80.37983333333334,45.12899999999999,35.956831723663534,24
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,150.68499999999997,99.5695,51.11549999999997,33.92208912632311,16
"South America",Colombia,COL_A,2015,Other,"Labour Force","Labour Force","Senior (55+)","Not stated",0.788,0.7025,0.377,0.3255,46.33451957295374,16
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,453.8653333333334,189.36933333333332,264.4960000000001,58.276316910449225,6
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4756.6939999999995,2757.3395,1999.3544999999995,42.03243891660888,4
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,2958.909333333333,2143.1583333333333,815.7509999999997,27.569313828248422,6
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,2988.827,3327.766,-338.93899999999985,-11.340201356585705,4
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,5.198,1.41,3.7880000000000003,72.87418237783763,4
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,169.40914285714285,82.71316666666668,86.69597619047617,51.175500169777756,26
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,2067.4719,1262.4672000000003,805.0046999999997,38.936669465737346,20
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1355.7422666666669,1027.6256,328.1166666666668,24.2019943416974,30
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1427.6942,1621.6884000000002,-193.99420000000032,-13.587937809091075,20
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,2.2714000000000003,0.9377500000000002,1.33365,58.714889495465336,18
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,123.82525000000003,65.86988888888887,57.95536111111116,46.80415433129442,21
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1507.6792499999997,802.545875,705.1333749999997,46.76945543954391,16
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1135.9064999999998,780.1062499999999,355.8002499999999,31.323022625541796,24
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,1043.8315,1200.451,-156.61950000000002,-15.004289485419822,16
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,1.5415,1.323,0.21850000000000014,14.174505351929948,10
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,106.00416666666665,55.4524,50.55176666666665,47.68847136511929,22
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,562.2442499999999,326.22775,236.01649999999984,41.97757469284922,16
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,117.31500000000001,72.27733333333335,45.03766666666667,38.390373495858725,24
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,146.006,95.18799999999999,50.81800000000001,34.805418955385406,16
"South America",Colombia,COL_A,2014,Other,"Labour Force","Labour Force","Senior (55+)","Not stated",0.788,0.5830000000000001,NULL,NULL,NULL,8
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Child (<15)","Less than basic",0.788,461.57666666666665,207.85433333333333,253.72233333333332,54.968622041842096,6
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Child (<15)",Basic,0.788,4785.8495,2777.8755,2007.9740000000002,41.956480244520854,4
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Child (<15)",Intermediate,0.788,2889.3476666666666,2156.3393333333333,733.0083333333332,25.36933653882427,6
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Child (<15)",Advanced,0.788,2803.525,3098.47,-294.9449999999997,-10.520505435121844,4
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Child (<15)","Not stated",0.788,4.608,1.658,2.9499999999999997,64.01909722222221,4
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)","Less than basic",0.788,174.93307142857142,84.94669230769229,89.98637912087914,51.44046142105401,27
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)",Basic,0.788,2091.9152999999997,1279.8577,812.0575999999996,38.81885657607646,20
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)",Intermediate,0.788,1324.5649999999996,1029.5206666666666,295.04433333333304,22.27480971740406,30
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)",Advanced,0.788,1336.5156000000002,1512.4918000000002,-175.97620000000006,-13.166789822730093,20
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Adults (25-54)","Not stated",0.788,1.8236000000000003,0.75825,1.0653500000000005,58.42015792937049,18
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)","Less than basic",0.788,126.32641666666667,72.42133333333337,53.90508333333331,42.671267622171904,21
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)",Basic,0.788,1527.835125,816.5676249999999,711.2675000000002,46.553943443341126,16
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)",Intermediate,0.788,1113.3077499999997,795.4840833333334,317.8236666666663,28.54769192675308,24
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)",Advanced,0.788,984.3734999999999,1116.7162500000002,-132.34275000000025,-13.444363343791787,16
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Youth (15-24)","Not stated",0.788,4.366,1.54,2.8259999999999996,64.72743930371048,4
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Senior (55+)","Less than basic",0.788,126.87220000000002,75.1715,51.700700000000026,40.750219512233585,18
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Senior (55+)",Basic,0.788,545.4605,313.681,231.77950000000004,42.49244445748134,16
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Senior (55+)",Intermediate,0.788,109.16933333333334,68.05649999999999,41.112833333333356,37.659690755645684,24
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Senior (55+)",Advanced,0.788,134.97,86.95950000000002,48.01049999999998,35.571238052900625,16
"South America",Colombia,COL_A,2013,Other,"Labour Force","Labour Force","Senior (55+)","Not stated",0.788,0.8719999999999999,0.211,0.6609999999999999,75.80275229357798,12
"South America",Colombia,COL_A,2023,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,76.438,52.015,24.423000000000002,31.95138543656297,2
"South America",Colombia,COL_A,2023,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,92.90272727272726,68.31963636363636,24.5830909090909,26.461107903672453,22
"South America",Colombia,COL_A,2023,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,53.078599999999994,37.422999999999995,15.6556,29.4951260960161,10
"South America",Colombia,COL_A,2023,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,62.83814285714285,30.757857142857144,32.08028571428571,51.05224988462421,14
"South America",Colombia,COL_A,2022,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,76.203,51.102,25.101000000000006,32.939648045352556,2
"South America",Colombia,COL_A,2022,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,92.68372727272727,67.45863636363637,25.225090909090895,27.216310404591948,22
"South America",Colombia,COL_A,2022,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,53.052600000000005,36.7736,16.279000000000003,30.684641280540447,10
"South America",Colombia,COL_A,2022,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,62.32171428571429,28.563285714285715,33.75842857142858,54.16800381430917,14
"South America",Colombia,COL_A,2021,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,77.684,51.776,25.907999999999994,33.3504968848154,2
"South America",Colombia,COL_A,2021,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,93.44227272727272,66.92336363636365,26.518909090909077,28.379991535853428,22
"South America",Colombia,COL_A,2021,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,56.8128,39.6614,17.151400000000002,30.18932353272502,10
"South America",Colombia,COL_A,2021,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,62.02542857142857,29.651142857142855,32.37428571428572,52.19518262095271,14
"South America",Colombia,COL_A,2020,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,73.155,47.31,25.845,35.329095755587446,2
"South America",Colombia,COL_A,2020,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,90.02718181818182,62.252545454545455,27.77463636363636,30.85138932786966,22
"South America",Colombia,COL_A,2020,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,51.235800000000005,34.3196,16.916200000000003,33.016367461813815,10
"South America",Colombia,COL_A,2020,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,58.05214285714286,27.234714285714286,30.817428571428575,53.08577264282112,14
"South America",Colombia,COL_A,2019,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,77.015,52.575,24.439999999999998,31.734077777056413,2
"South America",Colombia,COL_A,2019,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,93.49936363636363,68.12863636363636,25.370727272727265,27.13465235057506,22
"South America",Colombia,COL_A,2019,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,55.38660000000001,38.8154,16.57120000000001,29.919150119342962,10
"South America",Colombia,COL_A,2019,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,63.03428571428572,31.41071428571429,31.623571428571434,50.16884235336778,14
"South America",Colombia,COL_A,2018,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,78.006,53.42,24.586,31.518088352178037,2
"South America",Colombia,COL_A,2018,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,93.89736363636365,68.72536363636364,25.17200000000001,26.80799441556594,22
"South America",Colombia,COL_A,2018,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,57.2614,39.606,17.6554,30.832986968533778,10
"South America",Colombia,COL_A,2018,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,64.25099999999999,32.711285714285715,31.539714285714275,49.088285451921806,14
"South America",Colombia,COL_A,2017,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,78.423,54.501,23.922000000000004,30.503806281320532,2
"South America",Colombia,COL_A,2017,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,94.09854545454546,69.79045454545455,24.308090909090907,25.832589432355245,22
"South America",Colombia,COL_A,2017,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,58.031000000000006,41.10600000000001,16.924999999999997,29.1654460546949,10
"South America",Colombia,COL_A,2017,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,64.78699999999999,32.98971428571429,31.7972857142857,49.07973160400343,14
"South America",Colombia,COL_A,2016,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,78.856,54.873,23.982999999999997,30.4136654154408,2
"South America",Colombia,COL_A,2016,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,94.4030909090909,69.82509090909089,24.578000000000017,26.035164488065703,22
"South America",Colombia,COL_A,2016,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,59.092999999999996,41.791999999999994,17.301000000000002,29.27757940872862,10
"South America",Colombia,COL_A,2016,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,64.829,33.34057142857143,31.488428571428564,48.571516715402936,14
"South America",Colombia,COL_A,2015,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,79.525,55.406,24.119000000000007,30.32882741276329,2
"South America",Colombia,COL_A,2015,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,94.35563636363636,70.35363636363637,24.001999999999995,25.437802048728596,22
"South America",Colombia,COL_A,2015,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,61.19259999999999,42.5034,18.689199999999992,30.54160143546768,10
"South America",Colombia,COL_A,2015,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,64.97257142857143,33.10642857142857,31.866142857142854,49.04553130112047,14
"South America",Colombia,COL_A,2014,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,79.734,55.155,24.578999999999994,30.82624727217999,2
"South America",Colombia,COL_A,2014,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,94.59718181818181,69.6020909090909,24.995090909090905,26.422659141296734,22
"South America",Colombia,COL_A,2014,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,61.48620000000001,42.663799999999995,18.822400000000016,30.612397578643684,10
"South America",Colombia,COL_A,2014,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,64.73328571428571,32.65642857142857,32.07685714285714,49.55233893801599,14
"South America",Colombia,COL_A,2013,Other,"Labour Participation Rate","Labour Force","Child (<15)","Not stated",0.788,80.001,55.458,24.543000000000006,30.6783665204185,2
"South America",Colombia,COL_A,2013,Other,"Labour Participation Rate","Labour Force","Adults (25-54)","Not stated",0.788,94.7219090909091,69.55454545454546,25.167363636363632,26.569738593643972,22
"South America",Colombia,COL_A,2013,Other,"Labour Participation Rate","Labour Force","Youth (15-24)","Not stated",0.788,62.007000000000005,43.1418,18.8652,30.424306933088204,10
"South America",Colombia,COL_A,2013,Other,"Labour Participation Rate","Labour Force","Senior (55+)","Not stated",0.788,64.62942857142858,32.83742857142857,31.79200000000001,49.1912132023006,14
"South America",Colombia,COL_A,2023,Other,Employment,Employment,"Child (<15)","Not stated",0.788,13356.18,9432.214,3923.9660000000003,29.37940339228732,2
"South America",Colombia,COL_A,2023,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3594.3340909090916,2668.6844545454546,925.649636363637,25.753021643280753,22
"South America",Colombia,COL_A,2023,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3469.6846000000005,2393.8354,1075.8492000000006,31.007118053323936,10
"South America",Colombia,COL_A,2023,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,1111.2484285714286,648.2138571428571,463.03457142857144,41.667961863741674,14
"South America",Colombia,COL_A,2022,Other,Employment,Employment,"Child (<15)","Not stated",0.788,13039.819,8992.361,4047.4579999999987,31.039219179345963,2
"South America",Colombia,COL_A,2022,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3516.091363636364,2564.9056363636364,951.1857272727275,27.052360957111343,22
"South America",Colombia,COL_A,2022,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3404.5672,2283.5794,1120.9877999999999,32.92600010949997,10
"South America",Colombia,COL_A,2022,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,1062.942857142857,585.1182857142857,477.8245714285714,44.952987662285295,14
"South America",Colombia,COL_A,2021,Other,Employment,Employment,"Child (<15)","Not stated",0.788,12559.489,8181.718,4377.771,34.85628276755527,2
"South America",Colombia,COL_A,2021,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3387.6725454545463,2290.4311818181814,1097.241363636365,32.38923918749475,22
"South America",Colombia,COL_A,2021,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3364.8566,2154.9132,1209.9434,35.958245590614474,10
"South America",Colombia,COL_A,2021,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,955.1145714285713,535.3767142857142,419.737857142857,43.94633583226066,14
"South America",Colombia,COL_A,2020,Other,Employment,Employment,"Child (<15)","Not stated",0.788,11580.835,7468.362,4112.472999999999,35.51102316888203,2
"South America",Colombia,COL_A,2020,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3146.076727272727,2127.5230909090915,1018.5536363636356,32.37535904747625,22
"South America",Colombia,COL_A,2020,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3053.8817999999997,1907.3748,1146.5069999999996,37.54261216003841,10
"South America",Colombia,COL_A,2020,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,884.883,484.1558571428572,400.72714285714284,45.28589009588192,14
"South America",Colombia,COL_A,2019,Other,Employment,Employment,"Child (<15)","Not stated",0.788,12545.743,8764.07,3781.6730000000007,30.14307721750717,2
"South America",Colombia,COL_A,2019,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3371.0632727272723,2470.425272727273,900.6379999999995,26.71673377614658,22
"South America",Colombia,COL_A,2019,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3367.4528000000005,2280.6932,1086.7596000000003,32.27245234142555,10
"South America",Colombia,COL_A,2019,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,962.848857142857,565.8792857142857,396.96957142857127,41.22864855513592,14
"South America",Colombia,COL_A,2018,Other,Employment,Employment,"Child (<15)","Not stated",0.788,12487.377,8784.329,3703.0480000000007,29.65433012873721,2
"South America",Colombia,COL_A,2018,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3327.0975454545464,2467.342454545455,859.7550909090915,25.84099441519777,22
"South America",Colombia,COL_A,2018,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3396.036,2301.5878000000002,1094.4481999999998,32.227226095365296,10
"South America",Colombia,COL_A,2018,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,964.4052857142857,570.708,393.6972857142857,40.82280463889145,14
"South America",Colombia,COL_A,2017,Other,Employment,Employment,"Child (<15)","Not stated",0.788,12337.402,8787.752,3549.6499999999996,28.77145447639624,2
"South America",Colombia,COL_A,2017,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3276.8908181818183,2466.024454545455,810.8663636363635,24.744991781150418,22
"South America",Colombia,COL_A,2017,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3390.2277999999997,2328.8242,1061.4035999999996,31.307736901927353,10
"South America",Colombia,COL_A,2017,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,938.2988571428572,553.383,384.91585714285713,41.022735369723804,14
"South America",Colombia,COL_A,2016,Other,Employment,Employment,"Child (<15)","Not stated",0.788,12208.913,8721.95,3486.9629999999997,28.56079816442299,2
"South America",Colombia,COL_A,2016,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3247.614272727272,2444.0204545454544,803.5938181818174,24.74412755634855,22
"South America",Colombia,COL_A,2016,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3387.0192,2330.0271999999995,1056.9920000000006,31.207145208979053,10
"South America",Colombia,COL_A,2016,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,901.1348571428572,540.207,360.9278571428572,40.05259082832695,14
"South America",Colombia,COL_A,2015,Other,Employment,Employment,"Child (<15)","Not stated",0.788,12163.092,8696.892,3466.2000000000007,28.49768792343263,2
"South America",Colombia,COL_A,2015,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3218.801636363636,2446.104,772.6976363636363,24.005755049776006,22
"South America",Colombia,COL_A,2015,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3434.5092000000004,2340.1224,1094.3868000000002,31.86443058588983,10
"South America",Colombia,COL_A,2015,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,879.4431428571428,519.399,360.0441428571428,40.940013664490934,14
"South America",Colombia,COL_A,2014,Other,Employment,Employment,"Child (<15)","Not stated",0.788,11973.601,8505.792,3467.809000000001,28.962122589520067,2
"South America",Colombia,COL_A,2014,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3181.2311818181815,2396.0767272727276,785.154454545454,24.68083611882339,22
"South America",Colombia,COL_A,2014,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3381.4151999999995,2300.9404000000004,1080.474799999999,31.953331256096533,10
"South America",Colombia,COL_A,2014,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,850.5441428571429,492.7517142857143,357.7924285714286,42.06629739046046,14
"South America",Colombia,COL_A,2013,Other,Employment,Employment,"Child (<15)","Not stated",0.788,11702.805,8303.61,3399.1949999999997,29.045985129206198,2
"South America",Colombia,COL_A,2013,Other,Employment,Employment,"Adults (25-54)","Not stated",0.788,3109.5577272727273,2339.4550000000004,770.102727272727,24.76566749407654,22
"South America",Colombia,COL_A,2013,Other,Employment,Employment,"Youth (15-24)","Not stated",0.788,3325.2042,2254.0286000000006,1071.1755999999996,32.21382915371031,10
"South America",Colombia,COL_A,2013,Other,Employment,Employment,"Senior (55+)","Not stated",0.788,816.8137142857142,476.7064285714286,340.10728571428564,41.638292766876724,14
"South America",Colombia,COL_A,2023,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.788,1151.852,1265.692,-113.83999999999992,-9.883214162930647,2
"South America",Colombia,COL_A,2023,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.788,278.54027272727274,340.797909090909,-62.257636363636266,-22.351394918247465,22
"South America",Colombia,COL_A,2023,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.788,387.3688000000001,417.22259999999994,-29.853799999999865,-7.706815830288825,10
"South America",Colombia,COL_A,2023,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.788,69.03857142857143,32.68371428571429,36.35485714285714,52.658762182630824,14
"South America",Colombia,COL_A,2022,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.788,1229.651,1366.441,-136.78999999999996,-11.12429461692789,2
"South America",Colombia,COL_A,2022,Other,Unemployment,Unemployment,"Adults (25-54)","Not stated",0.788,295.488,365.7447272727273,-70.25672727272729,-23.776507767735843,22
"South America",Colombia,COL_A,2022,Other,Unemployment,Unemployment,"Youth (15-24)","Not stated",0.788,413.2894,454.2111999999999,-40.921799999999905,-9.901487916215586,10
"South America",Colombia,COL_A,2022,Other,Unemployment,Unemployment,"Senior (55+)","Not stated",0.788,76.44857142857143,34.498285714285714,41.95028571428571,54.87386478304742,14
"South America",Colombia,COL_A,2021,Other,Unemployment,Unemployment,"Child (<15)","Not stated",0.788,1536.352,1811.62,-275.2679999999998,-17.916987773635196,2
