category,continent,ISO_A,country_clean,year,indicator,gender,classif_type1,classif_type2,sector,value,HDI_2023,age_group,education_level,unit,value_usd,scale,population,indicator_abbr,indicator_group
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,55-59,NULL,Other,0.408,0.786,"Senior (55+)","Not stated",thousands,0.408,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,60-64,NULL,Other,0.189,0.786,"Senior (55+)","Not stated",thousands,0.189,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,65+,NULL,Other,0.121,0.786,"Senior (55+)","Not stated",thousands,0.121,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,15+,NULL,Other,5.027,0.786,"Child (<15)","Not stated",thousands,5.027,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,15-64,NULL,Other,4.91,0.786,"Adults (25-54)","Not stated",thousands,4.91,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,15-24,NULL,Other,0.329,0.786,"Youth (15-24)","Not stated",thousands,0.329,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,25+,NULL,Other,4.698,0.786,"Youth (15-24)","Not stated",thousands,4.698,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,15+,NULL,Other,3.795,0.786,"Child (<15)","Not stated",thousands,3.795,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,15-64,NULL,Other,3.693,0.786,"Adults (25-54)","Not stated",thousands,3.693,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,15-24,NULL,Other,0.33,0.786,"Youth (15-24)","Not stated",thousands,0.33,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,25+,NULL,Other,3.465,0.786,"Youth (15-24)","Not stated",thousands,3.465,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,15-24,NULL,Other,0.329,0.786,"Youth (15-24)","Not stated",thousands,0.329,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,25-54,NULL,Other,3.954,0.786,"Adults (25-54)","Not stated",thousands,3.954,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,55-64,NULL,Other,0.627,0.786,"Senior (55+)","Not stated",thousands,0.627,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,65+,NULL,Other,0.117,0.786,"Senior (55+)","Not stated",thousands,0.117,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,15-24,NULL,Other,0.33,0.786,"Youth (15-24)","Not stated",thousands,0.33,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,25-54,NULL,Other,2.981,0.786,"Adults (25-54)","Not stated",thousands,2.981,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,55-64,NULL,Other,0.382,0.786,"Senior (55+)","Not stated",thousands,0.382,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,65+,NULL,Other,0.101,0.786,"Senior (55+)","Not stated",thousands,0.101,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,15-24,NULL,Other,0.329,0.786,"Youth (15-24)","Not stated",thousands,0.329,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,25-34,NULL,Other,1.047,0.786,"Adults (25-54)","Not stated",thousands,1.047,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,35-44,NULL,Other,1.568,0.786,"Adults (25-54)","Not stated",thousands,1.568,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,45-54,NULL,Other,1.339,0.786,"Adults (25-54)","Not stated",thousands,1.339,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,55-64,NULL,Other,0.627,0.786,"Senior (55+)","Not stated",thousands,0.627,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,65+,NULL,Other,0.117,0.786,"Senior (55+)","Not stated",thousands,0.117,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,15-24,NULL,Other,0.33,0.786,"Youth (15-24)","Not stated",thousands,0.33,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,25-34,NULL,Other,0.831,0.786,"Adults (25-54)","Not stated",thousands,0.831,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,35-44,NULL,Other,1.045,0.786,"Adults (25-54)","Not stated",thousands,1.045,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,45-54,NULL,Other,1.105,0.786,"Adults (25-54)","Not stated",thousands,1.105,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,55-64,NULL,Other,0.382,0.786,"Senior (55+)","Not stated",thousands,0.382,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,65+,NULL,Other,0.101,0.786,"Senior (55+)","Not stated",thousands,0.101,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,15-19,NULL,Other,0.032,0.786,"Youth (15-24)","Not stated",thousands,0.032,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,25-29,NULL,Other,0.458,0.786,"Adults (25-54)","Not stated",thousands,0.458,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,30-34,NULL,Other,0.589,0.786,"Adults (25-54)","Not stated",thousands,0.589,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,35-39,NULL,Other,0.806,0.786,"Adults (25-54)","Not stated",thousands,0.806,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,40-44,NULL,Other,0.762,0.786,"Adults (25-54)","Not stated",thousands,0.762,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,45-49,NULL,Other,0.79,0.786,"Adults (25-54)","Not stated",thousands,0.79,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,50-54,NULL,Other,0.549,0.786,"Adults (25-54)","Not stated",thousands,0.549,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,55-59,NULL,Other,0.498,0.786,"Senior (55+)","Not stated",thousands,0.498,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,60-64,NULL,Other,0.13,0.786,"Senior (55+)","Not stated",thousands,0.13,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,M,65+,NULL,Other,0.117,0.786,"Senior (55+)","Not stated",thousands,0.117,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,15-19,NULL,Other,0.037,0.786,"Youth (15-24)","Not stated",thousands,0.037,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,25-29,NULL,Other,0.405,0.786,"Adults (25-54)","Not stated",thousands,0.405,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,30-34,NULL,Other,0.426,0.786,"Adults (25-54)","Not stated",thousands,0.426,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,35-39,NULL,Other,0.521,0.786,"Adults (25-54)","Not stated",thousands,0.521,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,40-44,NULL,Other,0.525,0.786,"Adults (25-54)","Not stated",thousands,0.525,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,45-49,NULL,Other,0.687,0.786,"Adults (25-54)","Not stated",thousands,0.687,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,50-54,NULL,Other,0.418,0.786,"Adults (25-54)","Not stated",thousands,0.418,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,55-59,NULL,Other,0.242,0.786,"Senior (55+)","Not stated",thousands,0.242,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,60-64,NULL,Other,0.14,0.786,"Senior (55+)","Not stated",thousands,0.14,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2014,Employment,F,65+,NULL,Other,0.101,0.786,"Senior (55+)","Not stated",thousands,0.101,absolute,17715,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,15+,NULL,Other,0.033,0.786,"Child (<15)","Not stated",thousands,0.033,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,15-64,NULL,Other,0.033,0.786,"Adults (25-54)","Not stated",thousands,0.033,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,15-24,NULL,Other,0.01,0.786,"Youth (15-24)","Not stated",thousands,0.01,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,25+,NULL,Other,0.023,0.786,"Youth (15-24)","Not stated",thousands,0.023,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,15+,NULL,Other,0.04,0.786,"Child (<15)","Not stated",thousands,0.04,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,15-64,NULL,Other,0.04,0.786,"Adults (25-54)","Not stated",thousands,0.04,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,15-24,NULL,Other,0.008,0.786,"Youth (15-24)","Not stated",thousands,0.008,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,25+,NULL,Other,0.032,0.786,"Youth (15-24)","Not stated",thousands,0.032,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,15-24,NULL,Other,0.01,0.786,"Youth (15-24)","Not stated",thousands,0.01,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,25-54,NULL,Other,0.021,0.786,"Adults (25-54)","Not stated",thousands,0.021,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,15-24,NULL,Other,0.008,0.786,"Youth (15-24)","Not stated",thousands,0.008,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,25-54,NULL,Other,0.028,0.786,"Adults (25-54)","Not stated",thousands,0.028,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,15-24,NULL,Other,0.01,0.786,"Youth (15-24)","Not stated",thousands,0.01,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,35-44,NULL,Other,0.011,0.786,"Adults (25-54)","Not stated",thousands,0.011,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,45-54,NULL,Other,0.006,0.786,"Adults (25-54)","Not stated",thousands,0.006,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,15-24,NULL,Other,0.008,0.786,"Youth (15-24)","Not stated",thousands,0.008,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,25-34,NULL,Other,0.012,0.786,"Adults (25-54)","Not stated",thousands,0.012,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,35-44,NULL,Other,0.012,0.786,"Adults (25-54)","Not stated",thousands,0.012,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,40-44,NULL,Other,0.009,0.786,"Adults (25-54)","Not stated",thousands,0.009,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,M,45-49,NULL,Other,0.005,0.786,"Adults (25-54)","Not stated",thousands,0.005,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,25-29,NULL,Other,0.009,0.786,"Adults (25-54)","Not stated",thousands,0.009,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2020,Unemployment,F,40-44,NULL,Other,0.008,0.786,"Adults (25-54)","Not stated",thousands,0.008,absolute,17792,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,M,15+,NULL,Other,0.054,0.786,"Child (<15)","Not stated",thousands,0.054,absolute,17715,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,M,15-64,NULL,Other,0.054,0.786,"Adults (25-54)","Not stated",thousands,0.054,absolute,17715,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,M,25+,NULL,Other,0.034,0.786,"Youth (15-24)","Not stated",thousands,0.034,absolute,17715,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,F,15+,NULL,Other,0.068,0.786,"Child (<15)","Not stated",thousands,0.068,absolute,17715,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,F,15-64,NULL,Other,0.06,0.786,"Adults (25-54)","Not stated",thousands,0.06,absolute,17715,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,F,25+,NULL,Other,0.048,0.786,"Youth (15-24)","Not stated",thousands,0.048,absolute,17715,UNEMP,Unemployment
"Top 5",Oceania,PLW_A,Palau,2014,Unemployment,M,25-54,NULL,Other,0.032,0.786,"Adults (25-54)","Not stated",thousands,0.032,absolute,17715,UNEMP,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Unemployment Rate",M,15+,NULL,Other,2.714,0.678,"Child (<15)","Not stated",%,2.714,relative,6309624,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Unemployment Rate",M,15-24,NULL,Other,5.65,0.678,"Youth (15-24)","Not stated",%,5.65,relative,6309624,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Unemployment Rate",M,25+,NULL,Other,2.115,0.678,"Youth (15-24)","Not stated",%,2.115,relative,6309624,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Unemployment Rate",F,15+,NULL,Other,3.356,0.678,"Child (<15)","Not stated",%,3.356,relative,6309624,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Unemployment Rate",F,15-24,NULL,Other,9.711,0.678,"Youth (15-24)","Not stated",%,9.711,relative,6309624,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Unemployment Rate",F,25+,NULL,Other,2.312,0.678,"Youth (15-24)","Not stated",%,2.312,relative,6309624,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2022,"Unemployment Rate",M,15+,NULL,Other,2.783,0.678,"Child (<15)","Not stated",%,2.783,relative,6280319,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2022,"Unemployment Rate",M,15-24,NULL,Other,5.673,0.678,"Youth (15-24)","Not stated",%,5.673,relative,6280319,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2022,"Unemployment Rate",M,25+,NULL,Other,2.109,0.678,"Youth (15-24)","Not stated",%,2.109,relative,6280319,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2022,"Unemployment Rate",F,15+,NULL,Other,3.295,0.678,"Child (<15)","Not stated",%,3.295,relative,6280319,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2022,"Unemployment Rate",F,15-24,NULL,Other,11.194,0.678,"Youth (15-24)","Not stated",%,11.194,relative,6280319,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2022,"Unemployment Rate",F,25+,NULL,Other,1.896,0.678,"Youth (15-24)","Not stated",%,1.896,relative,6280319,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2021,"Unemployment Rate",M,15+,NULL,Other,4.017,0.678,"Child (<15)","Not stated",%,4.017,relative,6255782,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2021,"Unemployment Rate",M,15-24,NULL,Other,7.76,0.678,"Youth (15-24)","Not stated",%,7.76,relative,6255782,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2021,"Unemployment Rate",M,25+,NULL,Other,3.077,0.678,"Youth (15-24)","Not stated",%,3.077,relative,6255782,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2021,"Unemployment Rate",F,15+,NULL,Other,4.757,0.678,"Child (<15)","Not stated",%,4.757,relative,6255782,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2021,"Unemployment Rate",F,15-24,NULL,Other,13.891,0.678,"Youth (15-24)","Not stated",%,13.891,relative,6255782,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2021,"Unemployment Rate",F,25+,NULL,Other,3.025,0.678,"Youth (15-24)","Not stated",%,3.025,relative,6255782,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2020,"Unemployment Rate",M,15+,NULL,Other,4.715,0.678,"Child (<15)","Not stated",%,4.715,relative,6234673,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2020,"Unemployment Rate",M,15-24,NULL,Other,9.378,0.678,"Youth (15-24)","Not stated",%,9.378,relative,6234673,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2020,"Unemployment Rate",M,25+,NULL,Other,3.506,0.678,"Youth (15-24)","Not stated",%,3.506,relative,6234673,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2020,"Unemployment Rate",F,15+,NULL,Other,5.421,0.678,"Child (<15)","Not stated",%,5.421,relative,6234673,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2020,"Unemployment Rate",F,15-24,NULL,Other,14.504,0.678,"Youth (15-24)","Not stated",%,14.504,relative,6234673,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2020,"Unemployment Rate",F,25+,NULL,Other,3.609,0.678,"Youth (15-24)","Not stated",%,3.609,relative,6234673,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2019,"Unemployment Rate",M,15+,NULL,Other,4.018,0.678,"Child (<15)","Not stated",%,4.018,relative,6222318,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2019,"Unemployment Rate",M,15-24,NULL,Other,8.28,0.678,"Youth (15-24)","Not stated",%,8.28,relative,6222318,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2019,"Unemployment Rate",M,25+,NULL,Other,2.947,0.678,"Youth (15-24)","Not stated",%,2.947,relative,6222318,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2019,"Unemployment Rate",F,15+,NULL,Other,4.383,0.678,"Child (<15)","Not stated",%,4.383,relative,6222318,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2019,"Unemployment Rate",F,15-24,NULL,Other,12.82,0.678,"Youth (15-24)","Not stated",%,12.82,relative,6222318,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2019,"Unemployment Rate",F,25+,NULL,Other,2.717,0.678,"Youth (15-24)","Not stated",%,2.717,relative,6222318,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2018,"Unemployment Rate",M,15+,NULL,Other,4.187,0.678,"Child (<15)","Not stated",%,4.187,relative,6219807,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2018,"Unemployment Rate",M,15-24,NULL,Other,8.411,0.678,"Youth (15-24)","Not stated",%,8.411,relative,6219807,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2018,"Unemployment Rate",M,25+,NULL,Other,3.092,0.678,"Youth (15-24)","Not stated",%,3.092,relative,6219807,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2018,"Unemployment Rate",F,15+,NULL,Other,3.748,0.678,"Child (<15)","Not stated",%,3.748,relative,6219807,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2018,"Unemployment Rate",F,15-24,NULL,Other,11.676,0.678,"Youth (15-24)","Not stated",%,11.676,relative,6219807,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2018,"Unemployment Rate",F,25+,NULL,Other,2.138,0.678,"Youth (15-24)","Not stated",%,2.138,relative,6219807,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2017,"Unemployment Rate",M,15+,NULL,Other,4.654,0.678,"Child (<15)","Not stated",%,4.654,relative,6213533,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2017,"Unemployment Rate",M,15-24,NULL,Other,8.846,0.678,"Youth (15-24)","Not stated",%,8.846,relative,6213533,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2017,"Unemployment Rate",M,25+,NULL,Other,3.514,0.678,"Youth (15-24)","Not stated",%,3.514,relative,6213533,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2017,"Unemployment Rate",F,15+,NULL,Other,4.003,0.678,"Child (<15)","Not stated",%,4.003,relative,6213533,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2017,"Unemployment Rate",F,15-24,NULL,Other,12.224,0.678,"Youth (15-24)","Not stated",%,12.224,relative,6213533,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2017,"Unemployment Rate",F,25+,NULL,Other,2.305,0.678,"Youth (15-24)","Not stated",%,2.305,relative,6213533,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2016,"Unemployment Rate",M,15+,NULL,Other,4.828,0.678,"Child (<15)","Not stated",%,4.828,relative,6200800,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2016,"Unemployment Rate",M,15-24,NULL,Other,9.647,0.678,"Youth (15-24)","Not stated",%,9.647,relative,6200800,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2016,"Unemployment Rate",M,25+,NULL,Other,3.499,0.678,"Youth (15-24)","Not stated",%,3.499,relative,6200800,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2016,"Unemployment Rate",F,15+,NULL,Other,3.849,0.678,"Child (<15)","Not stated",%,3.849,relative,6200800,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2016,"Unemployment Rate",F,15-24,NULL,Other,10.065,0.678,"Youth (15-24)","Not stated",%,10.065,relative,6200800,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2016,"Unemployment Rate",F,25+,NULL,Other,2.58,0.678,"Youth (15-24)","Not stated",%,2.58,relative,6200800,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2015,"Unemployment Rate",M,15+,NULL,Other,4.37,0.678,"Child (<15)","Not stated",%,4.37,relative,6183676,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2015,"Unemployment Rate",M,15-24,NULL,Other,8.298,0.678,"Youth (15-24)","Not stated",%,8.298,relative,6183676,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2015,"Unemployment Rate",M,25+,NULL,Other,3.261,0.678,"Youth (15-24)","Not stated",%,3.261,relative,6183676,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2015,"Unemployment Rate",F,15+,NULL,Other,3.469,0.678,"Child (<15)","Not stated",%,3.469,relative,6183676,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2015,"Unemployment Rate",F,15-24,NULL,Other,10.109,0.678,"Youth (15-24)","Not stated",%,10.109,relative,6183676,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2015,"Unemployment Rate",F,25+,NULL,Other,2.151,0.678,"Youth (15-24)","Not stated",%,2.151,relative,6183676,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2014,"Unemployment Rate",M,15+,NULL,Other,4.89,0.678,"Child (<15)","Not stated",%,4.89,relative,6162955,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2014,"Unemployment Rate",M,15-24,NULL,Other,10.235,0.678,"Youth (15-24)","Not stated",%,10.235,relative,6162955,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2014,"Unemployment Rate",M,25+,NULL,Other,3.348,0.678,"Youth (15-24)","Not stated",%,3.348,relative,6162955,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2014,"Unemployment Rate",F,15+,NULL,Other,3.138,0.678,"Child (<15)","Not stated",%,3.138,relative,6162955,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2014,"Unemployment Rate",F,15-24,NULL,Other,9.274,0.678,"Youth (15-24)","Not stated",%,9.274,relative,6162955,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2014,"Unemployment Rate",F,25+,NULL,Other,1.875,0.678,"Youth (15-24)","Not stated",%,1.875,relative,6162955,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2013,"Unemployment Rate",M,15+,NULL,Other,3.959,0.678,"Child (<15)","Not stated",%,3.959,relative,6138839,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2013,"Unemployment Rate",M,15-24,NULL,Other,7.747,0.678,"Youth (15-24)","Not stated",%,7.747,relative,6138839,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2013,"Unemployment Rate",M,25+,NULL,Other,2.818,0.678,"Youth (15-24)","Not stated",%,2.818,relative,6138839,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2013,"Unemployment Rate",F,15+,NULL,Other,3.331,0.678,"Child (<15)","Not stated",%,3.331,relative,6138839,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2013,"Unemployment Rate",F,15-24,NULL,Other,10.457,0.678,"Youth (15-24)","Not stated",%,10.457,relative,6138839,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2013,"Unemployment Rate",F,25+,NULL,Other,1.857,0.678,"Youth (15-24)","Not stated",%,1.857,relative,6138839,UR,Unemployment
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Labour Force",M,15+,"Education (Aggregate levels): Less than basic",Other,432.288,0.678,"Child (<15)","Less than basic",thousands,432.288,absolute,6309624,LF,"Labour Force"
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Labour Force",M,15+,"Education (Aggregate levels): Basic",Other,567.277,0.678,"Child (<15)",Basic,thousands,567.277,absolute,6309624,LF,"Labour Force"
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Labour Force",M,15+,"Education (Aggregate levels): Intermediate",Other,252.892,0.678,"Child (<15)",Intermediate,thousands,252.892,absolute,6309624,LF,"Labour Force"
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Labour Force",M,15+,"Education (Aggregate levels): Advanced",Other,451.954,0.678,"Child (<15)",Advanced,thousands,451.954,absolute,6309624,LF,"Labour Force"
"Bottom 5","North America",SLV_A,"El Salvador",2023,"Labour Force",M,15+,"Education (Aggregate levels): Level not stated",Other,16.352,0.678,"Child (<15)","Not stated",thousands,16.352,absolute,6309624,LF,"Labour Force"
